CITY,SCELL,NCELL,HOATT,HOSUCC,HOSUCCRATE
sanxia,259761-0,7199-128,12752,12683,0.9946
sanxia,259761-0,259761-3,459,456,0.9935
sanxia,259761-0,124713-2,276,276,1
sanxia,259761-0,259761-2,158,158,1
sanxia,259761-0,259761-5,102,99,0.9706
sanxia,259761-0,259761-1,75,75,1
sanxia,259761-0,259782-1,40,40,1
sanxia,259761-0,259761-4,20,18,0.9
sanxia,259761-0,124713-1,11,11,1
sanxia,259761-0,259782-0,9,9,1
sanxia,259761-0,47470-0,5,5,1
sanxia,259761-0,259682-0,4,4,1
sanxia,259761-0,15496-128,1,1,1
sanxia,259761-0,124923-0,1,1,1
sanxia,259761-0,47470-2,1,1,1
sanxia,259761-0,47468-0,1,0,0
sanxia,259761-1,47468-2,20796,20780,0.9992
sanxia,259761-1,47468-0,6404,6338,0.9897
sanxia,259761-1,47467-0,6111,6096,0.9975
sanxia,259761-1,259761-4,5195,5140,0.9894
sanxia,259761-1,7199-128,3918,3904,0.9964
sanxia,259761-1,124713-0,2138,2137,0.9995
sanxia,259761-1,259682-0,1470,1465,0.9966
sanxia,259761-1,47467-1,1331,1331,1
sanxia,259761-1,47470-2,1233,1201,0.974
sanxia,259761-1,259761-5,1088,1044,0.9596
sanxia,259761-1,259781-0,963,962,0.999
sanxia,259761-1,259761-2,862,862,1
sanxia,259761-1,259682-1,856,848,0.9907
sanxia,259761-1,124923-0,467,463,0.9914
sanxia,259761-1,47468-1,438,437,0.9977
sanxia,259761-1,124713-1,425,424,0.9976
sanxia,259761-1,47470-0,356,352,0.9888
sanxia,259761-1,259782-1,324,323,0.9969
sanxia,259761-1,253949-0,271,270,0.9963
sanxia,259761-1,259761-3,196,160,0.8163
sanxia,259761-1,47467-2,117,117,1
sanxia,259761-1,47470-1,85,85,1
sanxia,259761-1,124923-1,67,67,1
sanxia,259761-1,124898-0,43,41,0.9535
sanxia,259761-1,259781-1,14,14,1
sanxia,259761-1,259761-0,12,11,0.9167
sanxia,259761-1,124713-2,12,12,1
sanxia,259761-1,253915-1,10,10,1
sanxia,259761-1,259584-1,6,6,1
sanxia,259761-1,259781-2,5,5,1
sanxia,259761-1,15115-129,2,2,1
sanxia,259761-1,259584-2,1,1,1
sanxia,259761-1,259682-2,1,1,1
sanxia,259761-1,253937-1,1,1,1
sanxia,259761-2,259682-0,8980,8977,0.9997
sanxia,259761-2,259761-5,8029,8025,0.9995
sanxia,259761-2,124923-0,1887,1830,0.9698
sanxia,259761-2,47468-2,882,882,1
sanxia,259761-2,259761-1,876,875,0.9989
sanxia,259761-2,259782-1,660,655,0.9924
sanxia,259761-2,259761-4,639,612,0.9577
sanxia,259761-2,253949-0,264,264,1
sanxia,259761-2,259682-1,196,196,1
sanxia,259761-2,259682-2,168,163,0.9702
sanxia,259761-2,259761-0,163,162,0.9939
sanxia,259761-2,253915-0,147,146,0.9932
sanxia,259761-2,253937-1,147,146,0.9932
sanxia,259761-2,47468-1,77,77,1
sanxia,259761-2,124898-0,74,72,0.973
sanxia,259761-2,259781-2,59,59,1
sanxia,259761-2,259761-3,38,37,0.9737
sanxia,259761-2,253949-2,36,35,0.9722
sanxia,259761-2,124923-1,34,34,1
sanxia,259761-2,253950-2,21,21,1
sanxia,259761-2,253937-0,17,17,1
sanxia,259761-2,253915-2,16,15,0.9375
sanxia,259761-2,15115-129,9,9,1
sanxia,259761-2,15496-129,5,5,1
sanxia,259761-2,15496-130,5,5,1
sanxia,259761-2,253950-0,4,4,1
sanxia,259761-2,259782-0,3,3,1
sanxia,259761-2,259781-1,3,3,1
sanxia,259761-2,15115-128,1,1,1
sanxia,259761-2,124898-1,1,1,1
sanxia,259761-3,259761-4,1363,1358,0.9963
sanxia,259761-3,259761-0,927,924,0.9968
sanxia,259761-3,259761-5,700,700,1
sanxia,259761-3,7199-128,626,622,0.9936
sanxia,259761-3,259761-1,267,267,1
sanxia,259761-3,47467-0,116,116,1
sanxia,259761-3,124713-0,112,112,1
sanxia,259761-3,47467-1,56,56,1
sanxia,259761-3,259761-2,55,55,1
sanxia,259761-3,124713-2,37,37,1
sanxia,259761-3,124713-1,33,33,1
sanxia,259761-3,47468-0,17,16,0.9412
sanxia,259761-3,47470-0,12,11,0.9167
sanxia,259761-3,47470-2,2,2,1
sanxia,259761-3,259782-1,2,2,1
sanxia,259761-3,259781-0,2,2,1
sanxia,259761-3,47468-2,1,1,1
sanxia,259761-4,259761-5,30481,30446,0.9989
sanxia,259761-4,259761-1,6911,6907,0.9994
sanxia,259761-4,47468-2,3324,3324,1
sanxia,259761-4,259761-3,1442,1437,0.9965
sanxia,259761-4,47468-1,354,354,1
sanxia,259761-4,259682-0,242,242,1
sanxia,259761-4,259761-2,236,236,1
sanxia,259761-4,7199-128,101,80,0.7921
sanxia,259761-4,124923-0,79,79,1
sanxia,259761-4,124713-0,58,58,1
sanxia,259761-4,259682-1,21,21,1
sanxia,259761-4,259761-0,11,11,1
sanxia,259761-4,259781-0,10,10,1
sanxia,259761-4,124713-2,10,10,1
sanxia,259761-4,124898-0,8,7,0.875
sanxia,259761-4,259782-1,8,8,1
sanxia,259761-4,47468-0,7,7,1
sanxia,259761-4,47467-0,5,5,1
sanxia,259761-4,259682-2,5,5,1
sanxia,259761-4,124713-1,4,4,1
sanxia,259761-4,124923-1,3,3,1
sanxia,259761-4,47467-1,3,3,1
sanxia,259761-4,47470-0,2,2,1
sanxia,259761-4,253915-1,2,2,1
sanxia,259761-4,259781-1,1,1,1
sanxia,259761-4,15115-129,1,1,1
sanxia,259761-4,253949-2,1,1,1
sanxia,259761-4,253949-0,1,1,1
sanxia,259761-5,259761-4,29660,29643,0.9994
sanxia,259761-5,259761-2,12863,12859,0.9997
sanxia,259761-5,47468-1,5449,5444,0.9991
sanxia,259761-5,259682-1,3110,3105,0.9984
sanxia,259761-5,259682-0,2897,2897,1
sanxia,259761-5,47468-2,2834,2832,0.9993
sanxia,259761-5,259761-1,1061,1060,0.9991
sanxia,259761-5,259761-3,730,727,0.9959
sanxia,259761-5,259781-0,647,647,1
sanxia,259761-5,259682-2,606,605,0.9983
sanxia,259761-5,259781-1,397,391,0.9849
sanxia,259761-5,47468-0,278,275,0.9892
sanxia,259761-5,259781-2,275,275,1
sanxia,259761-5,124923-1,248,244,0.9839
sanxia,259761-5,124923-0,242,241,0.9959
sanxia,259761-5,124898-0,229,226,0.9869
sanxia,259761-5,253950-0,129,124,0.9612
sanxia,259761-5,259782-1,117,115,0.9829
sanxia,259761-5,253937-1,113,113,1
sanxia,259761-5,259761-0,106,105,0.9906
sanxia,259761-5,253949-2,45,44,0.9778
sanxia,259761-5,259584-1,40,40,1
sanxia,259761-5,253915-1,30,30,1
sanxia,259761-5,15115-129,24,24,1
sanxia,259761-5,253949-0,7,6,0.8571
sanxia,259761-5,253950-2,4,4,1
sanxia,259761-5,47467-2,3,3,1
sanxia,259761-5,253915-2,3,3,1
sanxia,259761-5,253915-0,1,1,1
sanxia,259761-5,259782-0,1,1,1
sanxia,259761-5,259779-1,1,1,1
sanxia,259761-5,15115-128,1,1,1
sanxia,259761-5,15115-130,1,1,1
sanxia,259772-0,253935-2,29558,29555,0.9999
sanxia,259772-0,253907-0,9787,9765,0.9978
sanxia,259772-0,253935-1,6939,6931,0.9988
sanxia,259772-0,253899-2,4015,4008,0.9983
sanxia,259772-0,259772-1,3084,3082,0.9994
sanxia,259772-0,253935-0,2381,2380,0.9996
sanxia,259772-0,253907-3,2131,2129,0.9991
sanxia,259772-0,253912-0,1938,1938,1
sanxia,259772-0,253899-0,1666,1664,0.9988
sanxia,259772-0,15113-129,1098,1093,0.9954
sanxia,259772-0,259772-2,922,921,0.9989
sanxia,259772-0,253914-1,846,844,0.9976
sanxia,259772-0,253923-2,832,831,0.9988
sanxia,259772-0,253909-2,794,785,0.9887
sanxia,259772-0,253899-1,486,486,1
sanxia,259772-0,253890-1,455,455,1
sanxia,259772-0,253923-0,244,241,0.9877
sanxia,259772-0,47507-16,189,163,0.8624
sanxia,259772-0,253934-1,161,159,0.9876
sanxia,259772-0,253890-2,156,156,1
sanxia,259772-0,253926-0,140,136,0.9714
sanxia,259772-0,253891-2,136,136,1
sanxia,259772-0,7316-144,118,117,0.9915
sanxia,259772-0,7385-144,88,42,0.4773
sanxia,259772-0,253912-1,52,52,1
sanxia,259772-0,253892-0,45,44,0.9778
sanxia,259772-0,47519-16,42,22,0.5238
sanxia,259772-0,253907-4,38,35,0.9211
sanxia,259772-0,253914-2,36,36,1
sanxia,259772-0,47592-16,31,26,0.8387
sanxia,259772-0,15113-4,13,10,0.7692
sanxia,259772-0,253907-5,7,5,0.7143
sanxia,259772-0,47501-16,6,0,0
sanxia,259772-0,253933-0,4,4,1
sanxia,259772-0,7360-144,3,2,0.6667
sanxia,259772-0,253912-2,1,1,1
sanxia,259772-1,253923-2,19701,19699,0.9999
sanxia,259772-1,253899-2,17934,17931,0.9998
sanxia,259772-1,253923-1,10604,10592,0.9989
sanxia,259772-1,253907-0,6141,6139,0.9997
sanxia,259772-1,253926-0,5620,5620,1
sanxia,259772-1,259772-0,3659,3659,1
sanxia,259772-1,15114-130,2937,2923,0.9952
sanxia,259772-1,253900-0,2446,2445,0.9996
sanxia,259772-1,253907-1,2001,1992,0.9955
sanxia,259772-1,253923-0,1644,1644,1
sanxia,259772-1,253899-1,1085,1085,1
sanxia,259772-1,253907-3,875,871,0.9954
sanxia,259772-1,253907-4,591,586,0.9915
sanxia,259772-1,15114-129,448,445,0.9933
sanxia,259772-1,253935-2,193,193,1
sanxia,259772-1,253935-1,115,113,0.9826
sanxia,259772-1,47507-16,92,92,1
sanxia,259772-1,259772-2,88,88,1
sanxia,259772-1,253899-0,55,53,0.9636
sanxia,259772-1,253929-2,39,39,1
sanxia,259772-1,47520-16,25,24,0.96
sanxia,259772-1,253907-2,24,24,1
sanxia,259772-1,253913-1,16,14,0.875
sanxia,259772-1,253914-1,12,12,1
sanxia,259772-1,253907-5,9,9,1
sanxia,259772-1,253909-2,2,2,1
sanxia,259772-1,7297-144,2,1,0.5
sanxia,259772-1,253933-0,2,1,0.5
sanxia,259772-1,47519-16,1,1,1
sanxia,259772-1,124924-0,1,1,1
sanxia,259772-1,253912-0,1,1,1
sanxia,259772-1,253891-2,1,1,1
sanxia,259772-2,253907-2,46144,46126,0.9996
sanxia,259772-2,253912-1,7035,7028,0.999
sanxia,259772-2,253907-0,5913,5908,0.9992
sanxia,259772-2,253933-0,4004,3996,0.998
sanxia,259772-2,253933-2,3978,3972,0.9985
sanxia,259772-2,253912-0,2330,2329,0.9996
sanxia,259772-2,253935-2,2107,2106,0.9995
sanxia,259772-2,253902-0,2066,2062,0.9981
sanxia,259772-2,253912-2,1782,1778,0.9978
sanxia,259772-2,253916-1,1518,1515,0.998
sanxia,259772-2,259772-0,1108,1107,0.9991
sanxia,259772-2,253895-1,1103,1102,0.9991
sanxia,259772-2,253895-0,1071,1071,1
sanxia,259772-2,253907-5,1064,1052,0.9887
sanxia,259772-2,253899-2,940,938,0.9979
sanxia,259772-2,253902-1,927,926,0.9989
sanxia,259772-2,253913-0,787,787,1
sanxia,259772-2,253907-3,731,692,0.9466
sanxia,259772-2,253933-1,601,598,0.995
sanxia,259772-2,253940-1,416,416,1
sanxia,259772-2,253907-1,391,390,0.9974
sanxia,259772-2,253928-0,388,385,0.9923
sanxia,259772-2,253907-4,334,312,0.9341
sanxia,259772-2,253913-1,170,170,1
sanxia,259772-2,253892-4,100,97,0.97
sanxia,259772-2,253890-2,77,75,0.974
sanxia,259772-2,259772-1,74,74,1
sanxia,259772-2,253892-1,45,45,1
sanxia,259772-2,47507-16,12,11,0.9167
sanxia,259772-2,253926-2,11,11,1
sanxia,259772-2,253935-0,9,9,1
sanxia,259772-2,253926-0,8,8,1
sanxia,259772-2,7316-144,7,7,1
sanxia,259772-2,253923-2,6,6,1
sanxia,259772-2,253892-3,4,3,0.75
sanxia,259772-2,15579-130,3,3,1
sanxia,259772-2,47592-16,3,0,0
sanxia,259772-2,15113-4,2,2,1
sanxia,259772-2,253890-1,2,1,0.5
sanxia,259772-2,7385-144,1,1,1
sanxia,259775-0,253904-1,2780,2776,0.9986
sanxia,259775-0,253898-2,2731,2730,0.9996
sanxia,259775-0,253936-0,2201,2193,0.9964
sanxia,259775-0,253898-1,2044,2038,0.9971
sanxia,259775-0,259775-2,696,694,0.9971
sanxia,259775-0,259775-1,640,638,0.9969
sanxia,259775-0,253934-2,231,230,0.9957
sanxia,259775-0,253927-0,121,121,1
sanxia,259775-0,15113-5,70,66,0.9429
sanxia,259775-0,15113-130,64,64,1
sanxia,259775-0,253904-0,52,52,1
sanxia,259775-0,238397-0,50,50,1
sanxia,259775-0,253932-2,50,50,1
sanxia,259775-0,253901-0,32,31,0.9688
sanxia,259775-0,253936-2,29,29,1
sanxia,259775-0,7319-144,25,19,0.76
sanxia,259775-0,253898-0,22,22,1
sanxia,259775-0,253931-0,12,12,1
sanxia,259775-0,253927-2,12,12,1
sanxia,259775-0,7400-129,10,10,1
sanxia,259775-0,253936-1,7,7,1
sanxia,259775-0,15578-128,5,5,1
sanxia,259775-0,253901-1,3,3,1
sanxia,259775-0,15578-129,3,3,1
sanxia,259775-0,15578-130,3,3,1
sanxia,259775-0,253911-2,3,2,0.6667
sanxia,259775-0,253932-0,3,3,1
sanxia,259775-0,238397-1,2,2,1
sanxia,259775-0,7318-144,2,1,0.5
sanxia,259775-0,253934-1,1,1,1
sanxia,259775-1,253936-2,9695,9691,0.9996
sanxia,259775-1,253936-1,4224,4216,0.9981
sanxia,259775-1,259775-2,2074,2073,0.9995
sanxia,259775-1,253904-1,1822,1820,0.9989
sanxia,259775-1,15113-130,1739,1735,0.9977
sanxia,259775-1,253898-1,1648,1647,0.9994
sanxia,259775-1,253936-0,821,820,0.9988
sanxia,259775-1,15578-128,815,815,1
sanxia,259775-1,259775-0,597,595,0.9966
sanxia,259775-1,15578-129,578,576,0.9965
sanxia,259775-1,15578-130,560,558,0.9964
sanxia,259775-1,253927-1,359,356,0.9916
sanxia,259775-1,253935-0,269,268,0.9963
sanxia,259775-1,253892-2,159,158,0.9937
sanxia,259775-1,15113-5,128,124,0.9688
sanxia,259775-1,238397-0,123,121,0.9837
sanxia,259775-1,253890-0,97,96,0.9897
sanxia,259775-1,253921-1,79,79,1
sanxia,259775-1,253934-1,72,72,1
sanxia,259775-1,253934-2,65,64,0.9846
sanxia,259775-1,253914-2,64,64,1
sanxia,259775-1,253940-2,59,59,1
sanxia,259775-1,15113-129,56,54,0.9643
sanxia,259775-1,253940-0,40,39,0.975
sanxia,259775-1,253895-0,38,37,0.9737
sanxia,259775-1,253892-0,36,34,0.9444
sanxia,259775-1,253898-2,33,32,0.9697
sanxia,259775-1,253921-0,32,32,1
sanxia,259775-1,253940-1,32,32,1
sanxia,259775-1,253927-0,20,20,1
sanxia,259775-1,15113-128,11,11,1
sanxia,259775-1,253932-2,5,5,1
sanxia,259775-1,253931-1,4,4,1
sanxia,259775-1,7295-144,4,4,1
sanxia,259775-1,7400-129,3,3,1
sanxia,259775-1,47501-16,2,2,1
sanxia,259775-1,253931-0,2,2,1
sanxia,259775-1,253932-1,1,1,1
sanxia,259775-1,253930-0,1,0,0
sanxia,259775-2,253904-1,18482,18475,0.9996
sanxia,259775-2,259775-1,2137,2135,0.9991
sanxia,259775-2,253898-2,1622,1619,0.9982
sanxia,259775-2,253927-0,1592,1591,0.9994
sanxia,259775-2,253904-2,1337,1332,0.9963
sanxia,259775-2,259775-0,726,725,0.9986
sanxia,259775-2,253904-0,337,336,0.997
sanxia,259775-2,7400-129,283,280,0.9894
sanxia,259775-2,238397-0,147,146,0.9932
sanxia,259775-2,15113-130,128,127,0.9922
sanxia,259775-2,253931-0,84,84,1
sanxia,259775-2,253927-1,81,81,1
sanxia,259775-2,253940-2,57,56,0.9825
sanxia,259775-2,15113-5,54,51,0.9444
sanxia,259775-2,253927-2,52,52,1
sanxia,259775-2,7295-144,35,35,1
sanxia,259775-2,253901-1,29,28,0.9655
sanxia,259775-2,7318-144,19,19,1
sanxia,259775-2,253932-2,9,9,1
sanxia,259775-2,253936-2,6,6,1
sanxia,259775-2,253893-0,5,5,1
sanxia,259775-2,253921-0,3,3,1
sanxia,259775-2,253931-1,3,3,1
sanxia,259775-2,253936-0,1,1,1
sanxia,259775-2,253921-2,1,1,1
sanxia,259775-2,253930-1,1,0,0
sanxia,259775-2,253906-2,1,1,1
sanxia,259775-2,15578-130,1,1,1
sanxia,259775-2,253898-1,1,1,1
sanxia,259778-0,253905-2,5007,5005,0.9996
sanxia,259778-0,253901-2,4041,4039,0.9995
sanxia,259778-0,47443-0,2705,2704,0.9996
sanxia,259778-0,259778-1,991,991,1
sanxia,259778-0,253905-0,696,696,1
sanxia,259778-0,5691-128,518,517,0.9981
sanxia,259778-0,253901-0,442,438,0.991
sanxia,259778-0,259778-2,403,403,1
sanxia,259778-0,124673-1,226,224,0.9912
sanxia,259778-0,7202-129,60,57,0.95
sanxia,259778-0,253905-1,41,41,1
sanxia,259778-0,124673-0,30,29,0.9667
sanxia,259778-0,7202-128,10,10,1
sanxia,259778-0,253901-1,6,6,1
sanxia,259778-0,124673-2,4,4,1
sanxia,259778-0,253904-2,3,3,1
sanxia,259778-0,253771-0,2,2,1
sanxia,259778-0,7401-128,2,2,1
sanxia,259778-0,47443-1,1,1,1
sanxia,259778-0,253786-0,1,1,1
sanxia,259778-0,253904-0,1,1,1
sanxia,259778-1,253893-2,3831,3828,0.9992
sanxia,259778-1,253905-1,2597,2596,0.9996
sanxia,259778-1,253893-0,2538,2537,0.9996
sanxia,259778-1,253905-2,1855,1854,0.9995
sanxia,259778-1,259778-2,1658,1658,1
sanxia,259778-1,259778-0,966,966,1
sanxia,259778-1,238397-2,563,563,1
sanxia,259778-1,7400-130,205,205,1
sanxia,259778-1,5641-128,179,178,0.9944
sanxia,259778-1,5641-129,99,99,1
sanxia,259778-1,5641-130,30,30,1
sanxia,259778-1,253893-1,27,27,1
sanxia,259778-1,253939-0,20,20,1
sanxia,259778-1,47588-16,10,10,1
sanxia,259778-1,253894-2,7,7,1
sanxia,259778-1,253931-2,3,3,1
sanxia,259778-1,253901-2,2,2,1
sanxia,259778-1,253904-1,1,1,1
sanxia,259778-1,253905-0,1,1,1
sanxia,259778-1,253930-129,1,1,1
sanxia,259778-1,253939-2,1,1,1
sanxia,259778-2,253903-0,4578,4576,0.9996
sanxia,259778-2,259778-1,2109,2107,0.9991
sanxia,259778-2,7401-128,1859,1858,0.9995
sanxia,259778-2,253903-2,1769,1766,0.9983
sanxia,259778-2,47443-1,422,421,0.9976
sanxia,259778-2,5641-128,374,372,0.9947
sanxia,259778-2,5641-130,318,317,0.9969
sanxia,259778-2,253905-2,300,298,0.9933
sanxia,259778-2,259778-0,254,253,0.9961
sanxia,259778-2,253905-1,229,229,1
sanxia,259778-2,253893-1,125,125,1
sanxia,259778-2,253903-1,95,95,1
sanxia,259778-2,7401-129,61,61,1
sanxia,259778-2,47443-2,45,45,1
sanxia,259778-2,253901-2,20,20,1
sanxia,259778-2,7401-130,1,1,1
sanxia,259779-0,259779-2,10914,10899,0.9986
sanxia,259779-0,259779-1,4628,4626,0.9996
sanxia,259779-0,15114-129,4267,4265,0.9995
sanxia,259779-0,259782-2,4090,4088,0.9995
sanxia,259779-0,124898-1,3070,3069,0.9997
sanxia,259779-0,274142-144,565,557,0.9858
sanxia,259779-0,15116-129,182,182,1
sanxia,259779-0,15116-130,157,157,1
sanxia,259779-0,253924-1,135,135,1
sanxia,259779-0,253924-2,115,115,1
sanxia,259779-0,253923-1,69,69,1
sanxia,259779-0,15116-128,57,57,1
sanxia,259779-0,253891-1,51,51,1
sanxia,259779-0,259782-1,46,45,0.9783
sanxia,259779-0,253920-2,40,40,1
sanxia,259779-0,259772-1,20,20,1
sanxia,259779-0,7317-144,15,14,0.9333
sanxia,259779-0,253900-1,10,10,1
sanxia,259779-0,253918-2,1,1,1
sanxia,259779-0,253914-1,1,1,1
sanxia,259779-0,253907-1,1,1,1
sanxia,259779-1,259779-2,25948,25924,0.9991
sanxia,259779-1,253918-0,19618,19610,0.9996
sanxia,259779-1,253918-1,12588,12584,0.9997
sanxia,259779-1,124898-1,8436,8427,0.9989
sanxia,259779-1,15116-130,4905,4898,0.9986
sanxia,259779-1,259779-0,4751,4747,0.9992
sanxia,259779-1,253920-2,3308,3305,0.9991
sanxia,259779-1,253918-2,1320,1316,0.997
sanxia,259779-1,259782-2,939,938,0.9989
sanxia,259779-1,253922-0,625,621,0.9936
sanxia,259779-1,15116-129,420,420,1
sanxia,259779-1,253929-1,409,407,0.9951
sanxia,259779-1,253929-0,276,273,0.9891
sanxia,259779-1,15117-128,238,238,1
sanxia,259779-1,253937-0,236,236,1
sanxia,259779-1,274142-144,134,121,0.903
sanxia,259779-1,7336-144,125,118,0.944
sanxia,259779-1,15116-128,125,124,0.992
sanxia,259779-1,15114-129,104,104,1
sanxia,259779-1,253920-1,96,96,1
sanxia,259779-1,15117-130,90,89,0.9889
sanxia,259779-1,259782-1,75,74,0.9867
sanxia,259779-1,15115-130,57,54,0.9474
sanxia,259779-1,253900-1,35,35,1
sanxia,259779-1,253923-1,29,29,1
sanxia,259779-1,7317-144,8,3,0.375
sanxia,259779-1,7367-144,6,6,1
sanxia,259779-1,253891-1,5,5,1
sanxia,259779-1,253924-2,5,5,1
sanxia,259779-1,253924-1,5,5,1
sanxia,259779-1,253920-0,4,4,1
sanxia,259779-1,253900-2,3,2,0.6667
sanxia,259779-1,124898-0,3,3,1
sanxia,259779-1,259761-2,1,1,1
sanxia,259779-2,259779-1,27455,27432,0.9992
sanxia,259779-2,259779-0,11038,11035,0.9997
sanxia,259779-2,253900-1,6082,6072,0.9984
sanxia,259779-2,124898-1,4393,4377,0.9964
sanxia,259779-2,253918-0,3947,3940,0.9982
sanxia,259779-2,15114-129,3603,3597,0.9983
sanxia,259779-2,253900-2,3577,3566,0.9969
sanxia,259779-2,15117-130,2735,2720,0.9945
sanxia,259779-2,253926-1,1890,1886,0.9979
sanxia,259779-2,253929-0,1756,1751,0.9972
sanxia,259779-2,253924-2,1468,1467,0.9993
sanxia,259779-2,253929-1,1429,1418,0.9923
sanxia,259779-2,15116-129,1334,1311,0.9828
sanxia,259779-2,253891-1,1325,1321,0.997
sanxia,259779-2,253920-2,1188,1180,0.9933
sanxia,259779-2,7317-144,1027,1008,0.9815
sanxia,259779-2,253918-1,590,590,1
sanxia,259779-2,253907-1,492,487,0.9898
sanxia,259779-2,15116-130,469,467,0.9957
sanxia,259779-2,15114-130,468,463,0.9893
sanxia,259779-2,253923-1,410,408,0.9951
sanxia,259779-2,253922-0,301,292,0.9701
sanxia,259779-2,15114-128,298,297,0.9966
sanxia,259779-2,7313-144,250,231,0.924
sanxia,259779-2,253918-2,214,214,1
sanxia,259779-2,15116-128,160,158,0.9875
sanxia,259779-2,253917-0,53,53,1
sanxia,259779-2,274142-144,45,42,0.9333
sanxia,259779-2,253899-1,36,36,1
sanxia,259779-2,253929-2,30,30,1
sanxia,259779-2,253919-0,25,25,1
sanxia,259779-2,15117-128,25,25,1
sanxia,259779-2,253913-1,10,10,1
sanxia,259779-2,253924-1,6,6,1
sanxia,259779-2,15117-129,5,5,1
sanxia,259779-2,124924-0,4,4,1
sanxia,259779-2,253923-2,3,3,1
sanxia,259779-2,253923-0,2,2,1
sanxia,259779-2,253919-1,1,1,1
sanxia,259779-2,253900-0,1,1,1
sanxia,259781-0,259682-1,9060,9054,0.9993
sanxia,259781-0,259781-1,4122,4119,0.9993
sanxia,259781-0,47468-0,2462,2462,1
sanxia,259781-0,259781-2,2146,2145,0.9995
sanxia,259781-0,47468-1,1857,1856,0.9995
sanxia,259781-0,253949-0,1710,1709,0.9994
sanxia,259781-0,259761-1,927,926,0.9989
sanxia,259781-0,47468-2,502,502,1
sanxia,259781-0,124923-1,477,476,0.9979
sanxia,259781-0,253915-1,477,474,0.9937
sanxia,259781-0,124713-0,187,187,1
sanxia,259781-0,253949-2,45,44,0.9778
sanxia,259781-0,259761-5,36,20,0.5556
sanxia,259781-0,259682-2,11,10,0.9091
sanxia,259781-0,259761-4,10,5,0.5
sanxia,259781-0,47467-2,8,8,1
sanxia,259781-0,47467-0,4,4,1
sanxia,259781-0,253950-0,4,2,0.5
sanxia,259781-0,15514-130,3,3,1
sanxia,259781-0,259584-2,2,2,1
sanxia,259781-0,124713-1,2,2,1
sanxia,259781-0,124923-0,1,1,1
sanxia,259781-0,259761-3,1,1,1
sanxia,259781-0,259682-0,1,1,1
sanxia,259781-0,253950-2,1,1,1
sanxia,259781-1,15514-129,13090,13005,0.9935
sanxia,259781-1,253949-2,7430,7423,0.9991
sanxia,259781-1,259781-0,3968,3952,0.996
sanxia,259781-1,259584-2,3218,3203,0.9953
sanxia,259781-1,259682-1,3044,3026,0.9941
sanxia,259781-1,253949-0,2985,2982,0.999
sanxia,259781-1,259584-1,2480,2470,0.996
sanxia,259781-1,124923-1,1665,1641,0.9856
sanxia,259781-1,253950-1,1322,1309,0.9902
sanxia,259781-1,259781-2,1165,1164,0.9991
sanxia,259781-1,253950-0,1085,1045,0.9631
sanxia,259781-1,15514-130,647,643,0.9938
sanxia,259781-1,253915-1,628,619,0.9857
sanxia,259781-1,253949-1,545,541,0.9927
sanxia,259781-1,259761-5,92,49,0.5326
sanxia,259781-1,259682-2,78,75,0.9615
sanxia,259781-1,253950-2,77,77,1
sanxia,259781-1,259761-1,20,19,0.95
sanxia,259781-1,15514-128,12,12,1
sanxia,259781-1,259761-4,11,10,0.9091
sanxia,259781-1,259761-2,6,5,0.8333
sanxia,259781-1,47468-1,3,3,1
sanxia,259781-1,124923-0,1,0,0
sanxia,259781-2,259682-1,4212,4211,0.9998
sanxia,259781-2,259781-0,2353,2350,0.9987
sanxia,259781-2,259781-1,1246,1243,0.9976
sanxia,259781-2,47468-1,1038,1037,0.999
sanxia,259781-2,124923-1,515,512,0.9942
sanxia,259781-2,259682-2,260,256,0.9846
sanxia,259781-2,15514-129,257,254,0.9883
sanxia,259781-2,253949-2,165,164,0.9939
sanxia,259781-2,253937-1,147,145,0.9864
sanxia,259781-2,259761-2,78,78,1
sanxia,259781-2,253915-1,61,59,0.9672
sanxia,259781-2,259761-5,44,43,0.9773
sanxia,259781-2,47468-0,21,21,1
sanxia,259781-2,253950-0,6,6,1
sanxia,259781-2,259761-1,4,4,1
sanxia,259781-2,259682-0,4,4,1
sanxia,259781-2,259584-2,2,2,1
sanxia,259781-2,259761-4,1,1,1
sanxia,259781-2,253915-2,1,1,1
sanxia,259781-2,253950-2,1,1,1
sanxia,259782-0,253910-1,3969,3962,0.9982
sanxia,259782-0,5682-128,1001,995,0.994
sanxia,259782-0,253908-0,1000,999,0.999
sanxia,259782-0,259782-2,737,736,0.9986
sanxia,259782-0,7200-128,611,606,0.9918
sanxia,259782-0,253908-1,374,373,0.9973
sanxia,259782-0,253924-0,332,331,0.997
sanxia,259782-0,253909-1,81,81,1
sanxia,259782-0,253891-2,71,11,0.1549
sanxia,259782-0,259782-1,68,68,1
sanxia,259782-0,253909-0,62,61,0.9839
sanxia,259782-0,253891-0,58,57,0.9828
sanxia,259782-0,15496-129,55,55,1
sanxia,259782-0,253915-0,54,53,0.9815
sanxia,259782-0,253910-2,48,47,0.9792
sanxia,259782-0,259761-0,46,46,1
sanxia,259782-0,253908-2,15,15,1
sanxia,259782-0,15496-128,8,8,1
sanxia,259782-0,259761-2,5,5,1
sanxia,259782-0,259779-0,4,2,0.5
sanxia,259782-0,259682-0,2,2,1
sanxia,259782-0,259761-5,2,1,0.5
sanxia,259782-0,253924-1,2,2,1
sanxia,259782-0,253923-1,1,0,0
