CITY,SCELL,NCELL,HOATT,HOSUCC,HOSUCCRATE
sanxia,259782-1,124898-0,9843,9643,0.9797
sanxia,259782-1,124923-1,2883,2739,0.9501
sanxia,259782-1,15115-129,807,767,0.9504
sanxia,259782-1,259761-2,752,744,0.9894
sanxia,259782-1,253915-1,657,645,0.9817
sanxia,259782-1,253937-0,367,367,1
sanxia,259782-1,253915-0,304,304,1
sanxia,259782-1,259782-2,295,293,0.9932
sanxia,259782-1,259761-1,270,266,0.9852
sanxia,259782-1,124898-1,261,261,1
sanxia,259782-1,15116-130,239,233,0.9749
sanxia,259782-1,15116-129,235,206,0.8766
sanxia,259782-1,15115-130,225,224,0.9956
sanxia,259782-1,15496-129,195,195,1
sanxia,259782-1,253915-2,145,141,0.9724
sanxia,259782-1,253920-0,98,98,1
sanxia,259782-1,259682-0,83,82,0.988
sanxia,259782-1,259782-0,64,64,1
sanxia,259782-1,259779-0,46,45,0.9783
sanxia,259782-1,259779-1,45,42,0.9333
sanxia,259782-1,259761-0,43,43,1
sanxia,259782-1,253908-0,31,28,0.9032
sanxia,259782-1,15116-128,22,22,1
sanxia,259782-1,253920-2,19,19,1
sanxia,259782-1,259761-5,17,14,0.8235
sanxia,259782-1,253924-1,15,15,1
sanxia,259782-1,259779-2,14,14,1
sanxia,259782-1,15114-129,5,5,1
sanxia,259782-1,253891-1,5,5,1
sanxia,259782-1,253908-1,4,3,0.75
sanxia,259782-1,253891-0,2,2,1
sanxia,259782-1,253918-2,1,1,1
sanxia,259782-1,259761-3,1,0,0
sanxia,259782-1,259761-4,1,0,0
sanxia,259782-1,15496-130,1,1,1
sanxia,259782-2,253924-1,10824,10821,0.9997
sanxia,259782-2,15114-129,8807,8792,0.9983
sanxia,259782-2,124898-1,7360,7354,0.9992
sanxia,259782-2,253924-2,6746,6746,1
sanxia,259782-2,259779-0,4115,4110,0.9988
sanxia,259782-2,15116-129,3479,3474,0.9986
sanxia,259782-2,15116-128,3353,3348,0.9985
sanxia,259782-2,253908-0,1972,1968,0.998
sanxia,259782-2,253924-0,1920,1920,1
sanxia,259782-2,15114-130,1801,1798,0.9983
sanxia,259782-2,253923-1,1704,1697,0.9959
sanxia,259782-2,259779-2,1418,1411,0.9951
sanxia,259782-2,15116-130,1269,1269,1
sanxia,259782-2,253891-1,1263,1262,0.9992
sanxia,259782-2,15114-128,995,992,0.997
sanxia,259782-2,253891-0,915,912,0.9967
sanxia,259782-2,259779-1,867,866,0.9988
sanxia,259782-2,259782-0,857,848,0.9895
sanxia,259782-2,253900-1,720,716,0.9944
sanxia,259782-2,253909-1,438,435,0.9932
sanxia,259782-2,253920-2,363,362,0.9972
sanxia,259782-2,253908-1,232,232,1
sanxia,259782-2,253899-1,226,226,1
sanxia,259782-2,253918-0,217,214,0.9862
sanxia,259782-2,259782-1,213,212,0.9953
sanxia,259782-2,253923-2,95,94,0.9895
sanxia,259782-2,253914-1,67,67,1
sanxia,259782-2,253929-1,65,65,1
sanxia,259782-2,253909-0,49,49,1
sanxia,259782-2,253910-2,49,49,1
sanxia,259782-2,253891-2,36,36,1
sanxia,259782-2,253918-2,30,30,1
sanxia,259782-2,253923-0,8,8,1
sanxia,259782-2,253910-1,7,7,1
sanxia,259782-2,253935-1,4,3,0.75
sanxia,259782-2,253918-1,3,3,1
sanxia,259782-2,47519-16,1,1,1
sanxia,259782-2,259761-5,1,0,0
sanxia,273929-128,47469-0,62306,62211,0.9985
sanxia,273929-128,259627-2,6408,6402,0.9991
sanxia,273929-128,47469-2,2602,2601,0.9996
sanxia,273929-128,15427-128,2215,2096,0.9463
sanxia,273929-128,15516-128,396,107,0.2702
sanxia,273929-128,253949-1,186,185,0.9946
sanxia,273929-128,259627-4,166,125,0.753
sanxia,273929-128,259627-1,154,154,1
sanxia,273929-128,259584-0,143,141,0.986
sanxia,273929-128,273929-130,129,129,1
sanxia,273929-128,15514-128,82,82,1
sanxia,273929-128,259627-5,72,41,0.5694
sanxia,273929-128,273929-129,61,61,1
sanxia,273929-128,15516-129,11,11,1
sanxia,273929-129,273929-130,252,252,1
sanxia,273929-129,259584-3,189,189,1
sanxia,273929-129,273929-128,66,66,1
sanxia,273929-129,253949-1,30,30,1
sanxia,273929-129,259627-2,22,22,1
sanxia,273929-129,15516-129,11,10,0.9091
sanxia,273929-129,15427-129,10,10,1
sanxia,273929-129,15427-128,1,1,1
sanxia,273929-129,15514-128,1,1,1
sanxia,273929-130,259584-0,17978,17921,0.9968
sanxia,273929-130,15516-128,11041,10965,0.9931
sanxia,273929-130,259584-3,5436,5409,0.995
sanxia,273929-130,15514-128,4673,4654,0.9959
sanxia,273929-130,15516-130,3146,3138,0.9975
sanxia,273929-130,259584-1,2091,2082,0.9957
sanxia,273929-130,15514-129,1849,1830,0.9897
sanxia,273929-130,253949-1,1819,1813,0.9967
sanxia,273929-130,15516-129,1457,1457,1
sanxia,273929-130,259584-2,291,289,0.9931
sanxia,273929-130,273929-129,217,215,0.9908
sanxia,273929-130,253949-2,185,180,0.973
sanxia,273929-130,15427-129,151,151,1
sanxia,273929-130,273929-128,148,148,1
sanxia,273929-130,47469-0,111,110,0.991
sanxia,273929-130,259627-2,83,83,1
sanxia,273929-130,253949-0,40,40,1
sanxia,273929-130,15427-128,20,18,0.9
sanxia,273929-130,15514-130,11,11,1
sanxia,273929-130,259627-5,3,3,1
sanxia,273929-130,47469-2,2,2,1
sanxia,273929-130,259627-1,1,1,1
sanxia,274142-144,259779-0,517,516,0.9981
sanxia,274142-144,15116-130,129,126,0.9767
sanxia,274142-144,259779-1,123,123,1
sanxia,274142-144,259779-2,63,63,1
sanxia,274142-144,253924-1,46,46,1
sanxia,274142-144,15114-129,38,38,1
sanxia,274142-144,253924-2,3,3,1
sanxia,274143-144,259627-1,555,554,0.9982
sanxia,274143-144,259627-2,12,12,1
sanxia,274161-128,253894-1,5539,5502,0.9933
sanxia,274161-128,274161-130,1979,1976,0.9985
sanxia,274161-128,253906-1,228,226,0.9912
sanxia,274161-128,274161-129,223,222,0.9955
sanxia,274161-128,253939-1,167,163,0.976
sanxia,274161-128,253928-2,154,145,0.9416
sanxia,274161-128,124712-0,126,120,0.9524
sanxia,274161-128,253941-0,104,103,0.9904
sanxia,274161-128,124712-2,68,68,1
sanxia,274161-128,253894-2,42,41,0.9762
sanxia,274161-128,253906-2,28,28,1
sanxia,274161-128,253931-1,24,23,0.9583
sanxia,274161-128,253941-2,13,13,1
sanxia,274161-128,253894-0,9,9,1
sanxia,274161-128,253939-0,5,4,0.8
sanxia,274161-128,253941-1,1,1,1
sanxia,274161-129,124712-2,2520,2467,0.979
sanxia,274161-129,274161-130,2182,2143,0.9821
sanxia,274161-129,274161-128,223,206,0.9238
sanxia,274161-129,15322-130,176,144,0.8182
sanxia,274161-129,15322-128,75,55,0.7333
sanxia,274161-129,124818-1,43,32,0.7442
sanxia,274161-129,124818-0,19,19,1
sanxia,274161-129,253939-1,12,12,1
sanxia,274161-130,15513-129,30491,30437,0.9982
sanxia,274161-130,124818-0,8425,8348,0.9909
sanxia,274161-130,253939-1,5067,5035,0.9937
sanxia,274161-130,253894-2,2870,2851,0.9934
sanxia,274161-130,15513-128,2814,2780,0.9879
sanxia,274161-130,274161-128,1969,1965,0.998
sanxia,274161-130,274161-129,1634,1628,0.9963
sanxia,274161-130,238397-2,538,528,0.9814
sanxia,274161-130,253931-2,483,481,0.9959
sanxia,274161-130,5641-129,140,140,1
sanxia,274161-130,253916-2,109,107,0.9817
sanxia,274161-130,238397-1,101,97,0.9604
sanxia,274161-130,253939-0,75,74,0.9867
sanxia,274161-130,253894-0,61,61,1
sanxia,274161-130,5641-130,48,47,0.9792
sanxia,274161-130,124712-2,43,43,1
sanxia,274161-130,124818-1,18,17,0.9444
sanxia,274161-130,7401-128,16,14,0.875
sanxia,274161-130,253939-2,12,12,1
sanxia,274161-130,253894-1,5,5,1
sanxia,274161-130,253931-1,1,1,1
sanxia,47467-0,259761-1,7216,7214,0.9997
sanxia,47467-0,47467-2,3305,3305,1
sanxia,47467-0,47468-0,1186,1184,0.9983
sanxia,47467-0,47467-1,932,930,0.9979
sanxia,47467-0,124713-0,851,851,1
sanxia,47467-0,15486-130,349,349,1
sanxia,47467-0,7199-128,230,230,1
sanxia,47467-0,259761-3,22,21,0.9545
sanxia,47467-0,259761-4,18,18,1
sanxia,47467-0,253949-0,15,15,1
sanxia,47467-0,124923-0,12,12,1
sanxia,47467-0,259682-1,7,7,1
sanxia,47467-0,259781-0,6,5,0.8333
sanxia,47467-0,47470-2,4,4,1
sanxia,47467-0,47468-2,1,1,1
sanxia,47467-0,124713-1,1,1,1
sanxia,47467-1,47467-0,1197,1195,0.9983
sanxia,47467-1,259761-1,1035,1034,0.999
sanxia,47467-1,47468-0,299,298,0.9967
sanxia,47467-1,47467-2,74,74,1
sanxia,47467-1,15486-130,72,72,1
sanxia,47467-1,259682-1,2,2,1
sanxia,47467-1,259761-4,1,1,1
sanxia,47467-1,259761-3,1,1,1
sanxia,47467-1,124923-1,1,1,1
sanxia,47467-1,47470-2,1,1,1
sanxia,47467-2,47468-0,5288,5285,0.9994
sanxia,47467-2,47467-0,3383,3382,0.9997
sanxia,47467-2,15486-130,151,151,1
sanxia,47467-2,259761-1,90,90,1
sanxia,47467-2,47467-1,90,90,1
sanxia,47467-2,259682-1,19,18,0.9474
sanxia,47467-2,253949-0,19,19,1
sanxia,47467-2,259781-0,5,5,1
sanxia,47468-0,47467-2,5294,5294,1
sanxia,47468-0,259761-1,5148,5144,0.9992
sanxia,47468-0,259682-1,4964,4961,0.9994
sanxia,47468-0,253949-0,4935,4930,0.999
sanxia,47468-0,7199-128,3450,3439,0.9968
sanxia,47468-0,47468-2,2948,2947,0.9997
sanxia,47468-0,47467-0,2695,2690,0.9981
sanxia,47468-0,259781-0,2551,2543,0.9969
sanxia,47468-0,253915-1,622,619,0.9952
sanxia,47468-0,124713-0,468,467,0.9979
sanxia,47468-0,47468-1,462,461,0.9978
sanxia,47468-0,124923-1,429,427,0.9953
sanxia,47468-0,47470-0,381,381,1
sanxia,47468-0,15514-130,96,94,0.9792
sanxia,47468-0,259761-5,64,45,0.7031
sanxia,47468-0,124923-0,63,63,1
sanxia,47468-0,259781-2,18,18,1
sanxia,47468-0,259761-4,10,7,0.7
sanxia,47468-0,259761-3,5,5,1
sanxia,47468-0,124713-1,2,2,1
sanxia,47468-0,124713-2,1,0,0
sanxia,47468-1,259682-1,20886,20880,0.9997
sanxia,47468-1,47468-2,13206,13199,0.9995
sanxia,47468-1,259781-0,2157,2156,0.9995
sanxia,47468-1,259682-2,1361,1360,0.9993
sanxia,47468-1,259781-2,1032,1032,1
sanxia,47468-1,259761-5,682,682,1
sanxia,47468-1,47468-0,470,469,0.9979
sanxia,47468-1,259761-1,388,387,0.9974
sanxia,47468-1,124923-0,101,101,1
sanxia,47468-1,259682-0,100,99,0.99
sanxia,47468-1,259761-4,70,68,0.9714
sanxia,47468-1,259761-2,58,57,0.9828
sanxia,47468-1,253915-1,12,12,1
sanxia,47468-1,253949-2,9,9,1
sanxia,47468-1,15514-129,5,5,1
sanxia,47468-1,259781-1,3,3,1
sanxia,47468-1,259584-2,1,1,1
sanxia,47468-1,253950-0,1,1,1
sanxia,47468-2,259761-1,21960,21948,0.9995
sanxia,47468-2,47468-1,12338,12331,0.9994
sanxia,47468-2,47468-0,4087,4082,0.9988
sanxia,47468-2,259682-1,3506,3505,0.9997
sanxia,47468-2,124923-0,2136,2135,0.9995
sanxia,47468-2,259682-0,1554,1554,1
sanxia,47468-2,259761-4,1122,1090,0.9715
sanxia,47468-2,259761-2,924,924,1
sanxia,47468-2,259761-5,457,396,0.8665
sanxia,47468-2,259781-0,450,450,1
sanxia,47468-2,124713-0,163,162,0.9939
sanxia,47468-2,7199-128,139,139,1
sanxia,47468-2,124923-1,67,67,1
sanxia,47468-2,259761-3,62,30,0.4839
sanxia,47468-2,259781-2,8,8,1
sanxia,47468-2,47467-0,5,5,1
sanxia,47468-2,253949-0,2,2,1
sanxia,47468-2,253915-1,1,1,1
sanxia,47469-0,273929-128,66319,66261,0.9991
sanxia,47469-0,259584-3,29629,29571,0.998
sanxia,47469-0,259627-1,4413,4410,0.9993
sanxia,47469-0,15427-128,3813,3795,0.9953
sanxia,47469-0,15592-129,2681,2647,0.9873
sanxia,47469-0,47469-2,2556,2556,1
sanxia,47469-0,259627-2,2044,2039,0.9976
sanxia,47469-0,259627-5,239,161,0.6736
sanxia,47469-0,259627-4,195,140,0.7179
sanxia,47469-0,15516-128,168,166,0.9881
sanxia,47469-0,273929-130,74,72,0.973
sanxia,47469-0,47469-1,33,33,1
sanxia,47469-0,259584-0,27,27,1
sanxia,47469-0,15329-128,4,3,0.75
sanxia,47469-0,15487-129,2,2,1
sanxia,47469-0,124893-1,2,2,1
sanxia,47469-0,15516-129,2,2,1
sanxia,47469-1,259584-3,864,861,0.9965
sanxia,47469-1,15427-128,473,472,0.9979
sanxia,47469-1,124893-1,78,78,1
sanxia,47469-1,259627-2,42,42,1
sanxia,47469-1,47469-0,41,41,1
sanxia,47469-1,124689-2,25,23,0.92
sanxia,47469-1,15592-128,23,3,0.1304
sanxia,47469-1,15329-130,13,13,1
sanxia,47469-1,259627-1,6,6,1
sanxia,47469-1,15592-129,6,6,1
sanxia,47469-1,124678-0,5,5,1
sanxia,47469-1,259627-4,1,1,1
sanxia,47469-1,47469-2,1,1,1
sanxia,47469-2,259627-2,3653,3647,0.9984
sanxia,47469-2,47469-0,2619,2568,0.9805
sanxia,47469-2,273929-128,2501,2500,0.9996
sanxia,47469-2,259584-3,779,766,0.9833
sanxia,47469-2,15427-128,58,58,1
sanxia,47469-2,259627-4,16,16,1
sanxia,47469-2,259627-5,6,6,1
sanxia,47469-2,15427-129,1,1,1
sanxia,47469-2,273929-130,1,1,1
sanxia,47469-2,15592-129,1,1,1
sanxia,47469-2,15516-129,1,1,1
sanxia,47470-0,15486-130,7782,7781,0.9999
sanxia,47470-0,7198-128,3995,3989,0.9985
sanxia,47470-0,15486-129,2299,2287,0.9948
sanxia,47470-0,47470-2,1249,1248,0.9992
sanxia,47470-0,124697-0,1002,1001,0.999
sanxia,47470-0,15486-128,960,959,0.999
sanxia,47470-0,47468-0,394,391,0.9924
sanxia,47470-0,259761-1,213,213,1
sanxia,47470-0,47470-1,77,76,0.987
sanxia,47470-0,124697-2,62,62,1
sanxia,47470-0,259761-3,32,31,0.9688
sanxia,47470-0,259627-0,16,14,0.875
sanxia,47470-0,259627-3,12,12,1
sanxia,47470-0,259761-4,10,9,0.9
sanxia,47470-0,259761-0,1,1,1
sanxia,47470-1,47470-2,4525,4523,0.9996
sanxia,47470-1,259627-0,870,869,0.9989
sanxia,47470-1,259627-1,568,568,1
sanxia,47470-1,15486-129,407,404,0.9926
sanxia,47470-1,47470-0,73,73,1
sanxia,47470-1,124697-2,64,60,0.9375
sanxia,47470-1,47468-0,63,53,0.8413
sanxia,47470-1,259761-1,53,52,0.9811
sanxia,47470-1,259627-4,44,44,1
sanxia,47470-1,259627-3,12,5,0.4167
sanxia,47470-1,124689-0,12,12,1
sanxia,47470-1,124697-1,3,3,1
sanxia,47470-1,259761-4,3,1,0.3333
sanxia,47470-1,259584-3,3,3,1
sanxia,47470-1,15486-128,2,0,0
sanxia,47470-1,15486-130,1,1,1
sanxia,47470-1,259627-2,1,1,1
sanxia,47470-2,47470-1,4585,4585,1
sanxia,47470-2,15486-130,1551,1539,0.9923
sanxia,47470-2,47470-0,1287,1287,1
sanxia,47470-2,259761-1,1161,1155,0.9948
sanxia,47470-2,259627-0,193,193,1
sanxia,47470-2,15486-129,19,18,0.9474
sanxia,47470-2,259584-3,2,2,1
sanxia,47470-2,259761-3,2,2,1
sanxia,47470-2,124713-1,2,2,1
sanxia,47470-2,47467-0,2,2,1
sanxia,47470-2,259761-0,1,1,1
sanxia,47470-2,47467-1,1,1,1
sanxia,47470-2,259761-4,1,1,1
sanxia,47470-2,259627-1,1,1,1
sanxia,47484-16,253890-2,1627,1614,0.992
sanxia,47484-16,253935-0,111,111,1
sanxia,47484-16,15113-129,93,92,0.9892
sanxia,47484-16,253914-2,51,51,1
sanxia,47484-16,253936-1,36,34,0.9444
sanxia,47484-16,253890-1,20,20,1
sanxia,47484-16,253890-0,12,12,1
sanxia,47484-16,253892-2,6,5,0.8333
sanxia,47484-16,253892-0,4,4,1
sanxia,47484-16,47592-16,3,3,1
sanxia,47484-16,253908-1,1,1,1
sanxia,47489-16,253926-2,1704,1698,0.9965
sanxia,47489-16,253926-1,536,536,1
sanxia,47489-16,253907-1,385,385,1
sanxia,47489-16,253929-1,325,325,1
sanxia,47489-16,253913-1,279,278,0.9964
sanxia,47489-16,253917-0,140,139,0.9929
sanxia,47489-16,253917-2,72,72,1
sanxia,47489-16,253926-0,37,37,1
sanxia,47489-16,253929-0,13,13,1
sanxia,47489-16,259772-1,8,8,1
sanxia,47489-16,253907-2,5,5,1
sanxia,47489-16,253899-2,5,5,1
sanxia,47489-16,253923-2,3,3,1
sanxia,47489-16,253907-0,2,2,1
sanxia,47489-16,253919-0,1,1,1
sanxia,47489-16,253900-0,1,0,0
sanxia,47489-16,253900-2,1,1,1
sanxia,47501-16,253890-1,276,276,1
sanxia,47501-16,253935-0,147,147,1
sanxia,47501-16,15113-129,36,36,1
sanxia,47501-16,253890-0,29,29,1
sanxia,47501-16,253914-2,25,25,1
sanxia,47501-16,253890-2,20,20,1
sanxia,47501-16,253909-2,2,2,1
sanxia,47501-16,15113-130,2,2,1
sanxia,47501-16,15113-128,1,1,1
sanxia,47501-16,7360-144,1,1,1
sanxia,47501-16,253911-1,1,1,1
sanxia,47507-16,7385-144,174,174,1
sanxia,47507-16,259772-1,133,133,1
sanxia,47507-16,253935-2,84,84,1
sanxia,47507-16,253899-2,79,79,1
sanxia,47507-16,253912-0,46,46,1
sanxia,47507-16,253907-0,40,40,1
sanxia,47507-16,259772-0,38,38,1
sanxia,47507-16,7360-144,23,23,1
sanxia,47507-16,253935-1,10,10,1
sanxia,47507-16,259772-2,5,5,1
sanxia,47507-16,253899-0,2,2,1
sanxia,47507-16,253890-1,1,1,1
sanxia,47507-16,253912-1,1,1,1
sanxia,47507-16,253923-2,1,1,1
sanxia,47519-16,253914-1,385,381,0.9896
sanxia,47519-16,253935-1,282,282,1
sanxia,47519-16,15113-129,127,126,0.9921
sanxia,47519-16,253890-1,88,88,1
sanxia,47519-16,253899-0,71,71,1
sanxia,47519-16,259772-0,14,14,1
sanxia,47519-16,253907-0,13,13,1
sanxia,47519-16,47592-16,8,8,1
sanxia,47519-16,253908-1,7,7,1
sanxia,47519-16,253899-2,6,6,1
sanxia,47519-16,253935-2,5,5,1
sanxia,47519-16,253926-0,3,3,1
sanxia,47519-16,253911-1,3,3,1
sanxia,47519-16,253891-2,2,2,1
sanxia,47519-16,253891-0,1,1,1
sanxia,47519-16,253912-0,1,1,1
sanxia,47519-16,253909-2,1,1,1
sanxia,47519-16,7385-144,1,1,1
sanxia,47520-16,253923-0,249,249,1
sanxia,47520-16,253923-2,218,218,1
sanxia,47520-16,253923-1,166,166,1
sanxia,47520-16,15114-128,27,26,0.963
sanxia,47520-16,253899-1,24,24,1
sanxia,47520-16,259772-1,16,16,1
sanxia,47520-16,253926-0,5,5,1
sanxia,47520-16,259782-2,1,1,1
sanxia,47520-16,253899-2,1,1,1
sanxia,47588-16,253893-2,34,34,1
sanxia,47588-16,253905-1,18,18,1
sanxia,47588-16,259778-1,7,7,1
sanxia,47588-16,5641-128,1,1,1
sanxia,47588-16,253893-0,1,1,1
sanxia,47592-16,253932-1,206,206,1
sanxia,47592-16,253936-0,158,158,1
sanxia,47592-16,253898-1,56,52,0.9286
sanxia,47592-16,253936-1,54,53,0.9815
sanxia,47592-16,253934-1,44,43,0.9773
sanxia,47592-16,15113-128,20,19,0.95
sanxia,47592-16,253910-2,17,17,1
sanxia,47592-16,253911-2,7,6,0.8571
sanxia,47592-16,253908-1,6,6,1
sanxia,47592-16,259772-0,6,6,1
sanxia,47592-16,253934-0,5,5,1
sanxia,47592-16,15113-129,4,4,1
sanxia,47592-16,253914-2,4,4,1
sanxia,47592-16,253890-2,3,3,1
sanxia,47592-16,253890-0,2,2,1
sanxia,47592-16,253914-1,2,2,1
sanxia,47592-16,253914-0,1,1,1
sanxia,47592-16,253892-2,1,1,1
sanxia,47592-16,253890-1,1,1,1
sanxia,47592-16,253899-2,1,0,0
sanxia,47592-16,253899-0,1,1,1
sanxia,47593-16,15117-128,141,138,0.9787
sanxia,47593-16,253918-2,121,121,1
sanxia,47593-16,124898-1,84,84,1
sanxia,47593-16,253918-1,53,53,1
sanxia,47593-16,259779-1,36,36,1
sanxia,47593-16,15116-130,26,26,1
sanxia,47593-16,15117-130,15,15,1
sanxia,47593-16,259779-2,12,12,1
sanxia,47593-16,7299-144,9,9,1
sanxia,47593-16,15115-130,8,8,1
sanxia,47593-16,253920-2,6,6,1
sanxia,47593-16,253917-0,5,5,1
sanxia,47593-16,253929-2,5,5,1
sanxia,47593-16,124924-2,4,4,1
sanxia,5641-128,253893-1,4491,4488,0.9993
sanxia,5641-128,5641-129,3171,3170,0.9997
sanxia,5641-128,5641-130,1933,1930,0.9984
sanxia,5641-128,253903-0,1146,1144,0.9983
sanxia,5641-128,253903-2,1123,1120,0.9973
sanxia,5641-128,259778-2,392,390,0.9949
sanxia,5641-128,253905-1,279,279,1
sanxia,5641-128,253893-2,262,262,1
sanxia,5641-128,47443-1,206,204,0.9903
sanxia,5641-128,253893-0,180,179,0.9944
sanxia,5641-128,259778-1,165,165,1
sanxia,5641-128,253903-1,140,140,1
sanxia,5641-128,253905-2,22,20,0.9091
sanxia,5641-128,253901-2,11,8,0.7273
sanxia,5641-128,238397-2,8,8,1
sanxia,5641-128,7320-144,3,3,1
sanxia,5641-128,7400-130,3,3,1
sanxia,5641-128,274161-130,1,1,1
sanxia,5641-128,253939-2,1,1,1
sanxia,5641-128,253939-0,1,1,1
sanxia,5641-129,253893-0,9907,9896,0.9989
sanxia,5641-129,253931-2,4220,4211,0.9979
sanxia,5641-129,253939-0,4049,4046,0.9993
sanxia,5641-129,5641-128,3151,3148,0.999
sanxia,5641-129,253894-0,2273,2270,0.9987
sanxia,5641-129,253894-2,2068,2068,1
sanxia,5641-129,7400-130,1884,1880,0.9979
sanxia,5641-129,253893-1,1455,1454,0.9993
sanxia,5641-129,238397-2,1410,1410,1
sanxia,5641-129,253931-1,1255,1250,0.996
sanxia,5641-129,253906-2,1025,1021,0.9961
sanxia,5641-129,253905-1,945,941,0.9958
sanxia,5641-129,253906-1,811,803,0.9901
sanxia,5641-129,253894-1,718,712,0.9916
sanxia,5641-129,253941-0,284,282,0.993
sanxia,5641-129,253903-1,251,247,0.9841
sanxia,5641-129,7320-144,213,204,0.9577
sanxia,5641-129,5641-130,201,200,0.995
sanxia,5641-129,253939-1,157,156,0.9936
sanxia,5641-129,274161-130,126,126,1
sanxia,5641-129,259778-1,98,98,1
sanxia,5641-129,238397-1,48,48,1
sanxia,5641-129,253939-2,39,39,1
sanxia,5641-129,253941-2,36,34,0.9444
sanxia,5641-129,253927-2,20,20,1
sanxia,5641-129,253893-2,14,14,1
sanxia,5641-129,238397-0,6,6,1
sanxia,5641-129,253940-2,6,6,1
sanxia,5641-129,253921-2,3,3,1
sanxia,5641-129,253931-0,3,3,1
sanxia,5641-129,253930-129,1,1,1
sanxia,5641-129,253901-1,1,1,1
sanxia,5641-130,253903-2,10692,10682,0.9991
sanxia,5641-130,253903-1,9392,9389,0.9997
sanxia,5641-130,253939-2,9231,9228,0.9997
sanxia,5641-130,253939-1,2698,2694,0.9985
sanxia,5641-130,5641-128,1819,1811,0.9956
sanxia,5641-130,253939-0,1806,1806,1
sanxia,5641-130,253905-1,1023,1021,0.998
sanxia,5641-130,253903-0,868,867,0.9988
sanxia,5641-130,7400-130,403,403,1
sanxia,5641-130,124818-0,343,335,0.9767
sanxia,5641-130,47443-1,335,328,0.9791
sanxia,5641-130,259778-2,282,281,0.9965
sanxia,5641-130,5641-129,266,266,1
sanxia,5641-130,253893-1,168,167,0.994
sanxia,5641-130,7320-144,109,72,0.6606
sanxia,5641-130,238397-2,99,99,1
sanxia,5641-130,274161-130,64,63,0.9844
sanxia,5641-130,253893-0,47,47,1
sanxia,5641-130,259778-1,28,28,1
sanxia,5641-130,253894-2,5,5,1
sanxia,5641-130,253905-2,5,5,1
sanxia,5641-130,253901-2,2,2,1
sanxia,5641-130,253931-2,1,1,1
sanxia,5641-130,253927-2,1,0,0
sanxia,5660-128,253937-2,73818,73772,0.9994
sanxia,5660-128,253938-1,19877,19859,0.9991
sanxia,5660-128,5660-130,9085,9079,0.9993
sanxia,5660-128,253937-1,7732,7720,0.9984
sanxia,5660-128,124898-0,4108,4090,0.9956
sanxia,5660-128,253922-1,2670,2662,0.997
sanxia,5660-128,5660-129,1734,1718,0.9908
sanxia,5660-128,253938-0,1581,1578,0.9981
sanxia,5660-128,253937-0,1183,1183,1
sanxia,5660-128,253920-1,763,760,0.9961
sanxia,5660-128,15115-129,526,522,0.9924
sanxia,5660-128,253938-2,429,428,0.9977
sanxia,5660-128,253915-2,143,142,0.993
sanxia,5660-128,15115-130,138,138,1
sanxia,5660-128,124923-1,78,78,1
sanxia,5660-128,253919-1,32,32,1
sanxia,5660-128,15117-129,16,16,1
sanxia,5660-128,253920-2,6,6,1
sanxia,5660-128,15115-128,5,5,1
sanxia,5660-128,253918-1,2,2,1
sanxia,5660-128,253918-0,2,1,0.5
sanxia,5660-128,253920-0,1,1,1
sanxia,5660-129,5660-130,4096,4085,0.9973
sanxia,5660-129,5660-128,1806,1794,0.9934
sanxia,5660-129,253937-2,1139,1139,1
sanxia,5660-129,253937-1,583,582,0.9983
sanxia,5660-129,253938-1,210,210,1
sanxia,5660-129,253922-1,106,106,1
sanxia,5660-129,253920-1,55,54,0.9818
sanxia,5660-129,15117-129,35,35,1
sanxia,5660-129,253915-2,10,10,1
sanxia,5660-129,253950-2,9,9,1
sanxia,5660-129,259584-1,6,6,1
sanxia,5660-129,15115-130,6,6,1
sanxia,5660-129,15115-129,3,2,0.6667
sanxia,5660-129,15516-130,1,1,1
sanxia,5660-129,253918-1,1,1,1
sanxia,5660-130,253938-1,16239,16223,0.999
sanxia,5660-130,5660-128,8822,8804,0.998
sanxia,5660-130,253919-2,6356,6350,0.9991
sanxia,5660-130,253938-2,5446,5440,0.9989
sanxia,5660-130,253922-2,4847,4842,0.999
sanxia,5660-130,5660-129,4068,4066,0.9995
sanxia,5660-130,253919-1,3749,3748,0.9997
sanxia,5660-130,15117-129,875,865,0.9886
sanxia,5660-130,253937-2,726,725,0.9986
sanxia,5660-130,15115-130,62,62,1
sanxia,5660-130,253920-1,52,52,1
sanxia,5660-130,15115-129,23,20,0.8696
sanxia,5660-130,253922-1,20,20,1
sanxia,5660-130,253938-0,17,17,1
sanxia,5660-130,253950-2,14,14,1
sanxia,5660-130,15117-130,13,13,1
sanxia,5660-130,15294-128,3,3,1
sanxia,5682-128,7200-128,32543,32538,0.9998
sanxia,5682-128,253896-1,20688,20683,0.9998
sanxia,5682-128,7199-128,929,929,1
sanxia,5682-128,259782-0,928,924,0.9957
sanxia,5682-128,253896-2,509,509,1
sanxia,5682-128,253911-0,380,380,1
sanxia,5682-128,253910-1,302,302,1
sanxia,5682-128,15496-128,87,87,1
sanxia,5682-128,253896-0,78,78,1
sanxia,5682-128,253910-0,20,20,1
sanxia,5682-128,253911-1,14,14,1
sanxia,5682-128,253908-0,2,2,1
sanxia,5885-144,253918-0,252,251,0.996
sanxia,5885-144,253929-1,121,121,1
sanxia,5885-144,124898-1,91,90,0.989
