S_SECTOR_ID,N_SECTOR_ID
124697-1,47468-1
124697-1,15486-128
124697-2,47468-1
124697-2,259627-0
124697-2,15592-128
124697-2,47470-1
124697-2,253949-0
124697-2,253950-2
124697-2,273929-128
124697-2,259627-3
124697-2,259584-0
124697-2,124713-0
124697-2,47468-2
124697-2,7198-128
124697-2,124713-1
124697-2,15486-130
124697-2,47469-0
124697-2,47469-2
124697-2,253949-1
124697-2,259584-3
124697-2,124689-2
124697-2,259781-1
124697-2,15592-129
124697-2,124697-1
124697-2,47468-0
124697-2,259627-5
124697-2,259584-2
124697-2,259761-0
124697-2,253949-2
124697-2,259761-1
124697-2,253950-0
124697-2,124689-1
124697-2,259584-1
124697-2,15486-128
124697-2,259761-3
124697-2,47467-0
124697-2,47470-2
124697-2,124689-0
124697-2,273929-129
124697-2,47467-1
124697-2,259781-0
124697-2,259627-2
124697-2,124697-0
124697-2,124689-3
124697-2,273929-130
124697-2,259627-4
124697-2,274143-144
124697-2,47470-0
124697-2,259761-4
124697-2,253950-1
124697-2,259682-0
124697-2,47469-1
124697-2,259627-1
124697-2,15486-129
124697-2,47467-2
124711-0,47484-16
124711-0,47443-0
124711-0,253908-0
124711-0,253904-2
124711-0,259778-1
124711-0,7201-128
124711-0,7298-144
124711-0,124673-1
124711-0,47588-16
124711-0,124673-2
124711-0,7318-144
124711-0,253930-129
124711-0,124711-2
124711-0,253932-1
124711-0,253901-1
124711-0,5682-128
124711-0,124812-0
124711-0,15290-129
124711-0,259595-2
124711-0,15578-128
124711-0,253927-1
124711-0,259775-1
124711-0,253901-2
124711-0,253911-0
124711-0,259654-1
124711-0,253905-2
124711-0,259595-1
124711-0,238455-16
124711-0,253901-0
124711-0,253893-0
124711-0,253932-0
124711-0,253905-0
124711-0,253931-0
124711-0,253936-2
124711-0,15113-3
124711-0,253892-0
124711-0,253921-2
124711-0,7296-144
124711-0,253934-2
124711-0,15113-5
124711-0,253940-0
124711-0,253935-0
124711-0,7295-144
124711-0,253896-2
124711-0,7200-128
124711-0,253914-0
124711-0,124683-1
124711-0,253936-1
124711-0,253910-2
124711-0,253898-1
124711-0,259655-1
124711-0,15113-4
124711-0,124711-1
124711-0,15113-130
124711-0,253896-1
124711-0,259595-0
124711-0,253904-1
124711-0,7400-128
124711-0,253934-1
124711-0,253911-2
124711-0,259775-0
124711-0,7202-129
124711-0,253893-2
124711-0,253930-128
124711-0,253891-0
124711-0,253934-0
124711-0,47501-16
124711-0,253904-0
124711-0,15578-129
124711-0,253930-130
124711-0,253898-2
124711-0,15113-129
124711-0,124685-2
124711-0,253909-0
124711-0,7400-129
124711-0,253894-0
124711-0,47444-1
124711-0,15578-130
124711-0,253932-2
124711-0,253921-0
124711-0,259775-2
124711-0,124683-2
124711-0,253910-1
124711-0,47443-1
124711-0,253909-2
124711-0,253931-1
124711-0,7202-130
124711-0,7319-144
124711-0,253905-1
124711-0,124673-0
124711-0,253890-0
124711-0,253909-1
124711-0,253908-1
124711-0,5691-128
124711-0,15113-128
124711-0,253927-2
124711-0,238397-2
124711-0,238397-0
124711-0,7202-128
124711-0,253914-2
124711-0,253896-0
124711-0,253908-2
124711-0,253927-0
124711-0,253910-0
124711-0,253899-0
124711-0,259778-0
124711-0,253911-1
124711-0,253936-0
124711-0,253931-2
124711-0,124687-2
124711-0,253914-1
124711-0,253898-0
124711-0,15290-128
124711-1,15113-128
124711-1,124687-0
124711-1,7400-129
124711-1,15578-130
124711-1,253890-1
124711-1,15113-129
124711-1,124673-0
124711-1,7319-144
124711-1,253909-2
124711-1,7295-144
124711-1,253940-0
124711-1,253905-1
124711-1,7296-144
124711-1,259772-0
124711-1,253909-1
124711-1,238455-16
124711-1,253934-1
124711-1,5691-128
124711-1,15113-4
124711-1,253896-0
124711-1,253910-2
124711-1,47507-16
124711-1,253939-2
124711-1,253898-1
124711-1,253914-2
124711-1,259655-1
124711-1,253892-5
124711-1,7202-128
124711-1,259778-1
124711-1,15290-129
124711-1,7298-144
124711-1,253908-0
124711-1,124685-1
124711-1,124673-1
124711-1,253904-2
124711-1,253914-1
124711-1,15113-130
124711-1,7400-128
124711-1,253932-1
124711-1,253908-2
124711-1,253924-0
124711-1,15578-128
124711-1,124685-0
124711-1,253936-0
124711-1,47484-16
124711-1,124683-0
124711-1,253904-1
124711-1,124711-0
124711-1,253936-2
124711-1,253905-0
124711-1,47443-0
124711-1,253892-2
124711-1,253911-2
124711-1,124683-2
124711-1,253905-2
124711-1,253893-0
124711-1,259595-0
124711-1,253930-128
124711-1,15578-129
124711-1,47501-16
124711-1,7400-130
124711-1,253904-0
124711-1,253898-2
124711-1,253940-1
124711-1,253932-0
124711-1,253894-0
124711-1,259775-0
124711-1,7202-130
124711-1,253921-0
124711-1,253906-2
124711-1,253903-0
124711-1,259775-2
124711-1,253931-1
124711-1,124687-1
124711-1,5641-128
124711-1,253936-1
124711-1,15113-5
124711-1,47443-1
124711-1,253910-1
124711-1,253934-2
124711-1,47444-1
124711-1,238397-2
124711-1,253908-1
124711-1,253914-0
124711-1,47592-16
124711-1,253927-2
124711-1,253903-1
124711-1,124683-1
124711-1,7200-128
124711-1,253940-2
124711-1,238397-0
124711-1,253910-0
124711-1,253927-0
124711-1,253896-2
124711-1,253890-0
124711-1,259778-0
124711-1,7201-128
124711-1,253931-2
124711-1,253935-1
124711-1,253898-0
124711-1,15290-128
124711-1,253930-129
124711-1,253912-0
124711-1,5641-129
124711-1,253890-2
124711-1,124711-2
124711-1,7318-144
124711-1,253896-1
124711-1,47443-2
124711-1,253941-0
124711-1,124812-0
124711-1,124673-2
124711-1,238397-1
124711-1,124687-2
124711-1,253892-3
124711-1,253927-1
124711-1,47519-16
124711-1,253901-1
124711-1,47588-16
124711-1,253911-1
124711-1,253899-0
124711-1,7320-144
124711-1,253893-2
124711-1,253901-2
124711-1,15579-128
124711-1,253891-0
124711-1,253921-1
124711-1,253902-0
124711-1,5641-130
124711-1,7202-129
124711-1,15113-3
124711-1,259654-1
124711-1,259595-1
124711-1,253911-0
124711-1,5682-128
124711-1,253892-0
124711-1,253934-0
124711-1,253921-2
124711-1,7401-128
124711-1,253901-0
124711-1,253931-0
124711-1,259775-1
124711-1,259595-2
124711-1,253930-130
124711-1,253932-2
124711-1,253909-0
124711-1,253935-0
124711-1,253939-0
124711-1,253893-1
124711-1,124685-2
124711-2,7295-144
124711-2,253940-0
124711-2,15113-129
124711-2,7319-144
124711-2,7202-130
124711-2,7400-129
124711-2,124812-1
124711-2,253903-0
124711-2,253908-2
124711-2,253936-1
124711-2,238397-0
124711-2,253927-0
124711-2,253896-2
124711-2,253890-0
124711-2,253914-0
124711-2,15113-128
124711-2,15578-130
124711-2,124812-2
124711-2,124673-0
124711-2,238397-2
124711-2,253910-0
124711-2,253927-2
124711-2,253908-1
124711-2,7200-128
124711-2,253940-2
124711-2,7318-144
124711-2,259595-1
124711-2,253896-1
124711-2,124812-0
124711-2,47443-2
124711-2,5682-128
124711-2,124687-2
124711-2,238397-1
124711-2,253927-1
124711-2,253901-1
124711-2,253911-1
124711-2,47588-16
124711-2,259778-0
124711-2,7201-128
124711-2,253931-2
124711-2,253901-2
124711-2,253934-1
124711-2,15290-128
124711-2,253930-129
124711-2,253921-1
124711-2,5641-129
124711-2,253898-0
124711-2,253896-0
124711-2,259778-2
124711-2,15113-3
124711-2,253911-0
124711-2,253892-0
124711-2,124673-2
124711-2,253934-0
124711-2,253901-0
124711-2,253921-2
124711-2,253931-0
124711-2,253893-2
124711-2,259775-1
124711-2,124687-0
124711-2,5641-130
124711-2,253921-0
124711-2,7202-129
124711-2,7296-144
124711-2,253894-0
124711-2,253932-2
124711-2,253909-0
124711-2,253905-1
124711-2,253935-0
124711-2,253939-0
124711-2,124685-2
124711-2,253893-1
124711-2,253910-2
124711-2,253939-2
124711-2,253909-2
124711-2,253898-1
124711-2,124711-1
124711-2,253914-2
124711-2,7202-128
124711-2,253909-1
124711-2,5691-128
124711-2,7400-128
124711-2,253932-1
124711-2,15113-130
124711-2,259595-0
124711-2,15578-128
124711-2,124685-0
124711-2,253936-0
124711-2,47484-16
124711-2,124683-0
124711-2,253904-1
124711-2,259778-1
124711-2,124711-0
124711-2,15290-129
124711-2,7298-144
124711-2,47443-0
124711-2,15113-4
124711-2,124685-1
124711-2,253908-0
124711-2,124673-1
124711-2,124683-1
124711-2,253904-2
124711-2,253914-1
124711-2,238455-16
124711-2,15578-129
124711-2,47501-16
124711-2,7400-130
124711-2,253904-0
124711-2,253898-2
124711-2,253932-0
124711-2,259775-0
124711-2,253936-2
124711-2,253905-0
124711-2,47459-0
124711-2,253930-130
124711-2,253892-2
124711-2,253911-2
124711-2,253905-2
124711-2,253893-0
124711-2,259775-2
124711-2,124687-1
124711-2,253931-1
124711-2,5641-128
124711-2,47443-1
124711-2,15113-5
124711-2,253910-1
124711-2,253934-2
124711-2,253930-128
124711-2,47444-1
124712-0,253920-0
124712-0,253916-2
124712-0,15311-128
124712-0,253913-1
124712-0,253904-2
124712-0,259778-1
124712-0,238397-1
124712-0,7385-144
124712-0,253907-2
124712-0,253931-0
124712-0,15322-128
124712-0,253916-0
124712-0,7313-144
124712-0,253927-2
124712-0,253892-3
124712-0,47520-16
124712-0,253912-0
124712-0,253921-1
124712-0,253895-2
124712-0,253912-1
124712-0,253933-1
124712-0,15311-130
124712-0,15322-129
124712-0,7299-144
124712-0,253939-1
124712-0,253921-2
124712-0,15115-129
124712-0,253891-2
124712-0,124712-1
124712-0,253913-2
124712-0,253905-0
124712-0,15116-129
124712-0,7336-144
124712-0,238455-16
124712-0,253931-1
124712-0,124818-0
124712-0,47588-16
124712-0,7318-144
124712-0,253915-2
124712-0,253919-1
124712-0,253921-0
124712-0,5641-130
124712-0,274161-128
124712-0,5660-129
124712-0,253900-2
124712-0,259772-1
124712-0,253922-0
124712-0,253902-0
124712-0,15579-128
124712-0,15115-130
124712-0,253892-0
124712-0,274161-129
124712-0,124898-0
124712-0,15513-128
124712-0,253895-1
124712-0,7317-144
124712-0,7367-144
124712-0,7316-144
124712-0,7401-128
124712-0,253926-0
124712-0,47593-16
124712-0,253900-0
124712-0,253917-2
124712-0,253928-0
124712-0,15117-129
124712-0,259779-1
124712-0,253941-1
124712-0,253902-2
124712-0,253922-2
124712-0,253918-0
124712-0,274161-130
124712-0,253903-0
124712-0,7320-144
124712-0,253922-1
124712-0,253902-1
124712-0,253907-1
124712-0,15579-129
124712-0,124924-0
124712-0,253931-2
124712-0,253939-0
124712-0,253907-5
124712-0,253918-1
124712-0,253916-1
124712-0,253926-1
124712-0,253903-2
124712-0,253892-1
124712-0,15579-130
124712-0,253923-2
124712-0,253901-1
124712-0,15513-130
124712-0,253890-2
124712-0,7401-130
124712-0,259753-16
124712-0,259778-2
124712-0,253933-2
124712-0,253936-1
124712-0,253900-1
124712-0,253938-1
124712-0,253923-1
124712-0,253935-2
124712-0,253903-1
124712-0,5641-129
124712-0,253926-2
124712-0,5885-144
124712-0,15117-128
124712-0,253920-2
124712-0,253912-2
124712-0,253940-1
124712-0,253899-2
124712-0,47507-16
124712-0,253939-2
124712-0,253929-0
124712-0,253892-5
124712-0,253938-0
124712-0,124924-2
124712-0,7297-144
124712-0,7401-129
124712-0,253893-2
124712-0,253928-2
124712-0,15117-130
124712-0,253920-1
124712-0,7400-130
124712-0,253929-2
124712-0,124818-2
124712-0,253938-2
124712-0,15294-128
124712-0,47519-16
124712-0,253895-0
124712-0,5660-128
124712-0,253941-0
124712-0,253894-2
124712-0,124924-1
124712-0,253929-1
124712-0,253928-1
124712-0,253940-0
124712-0,253892-2
124712-0,15322-130
124712-0,253913-0
124712-0,253894-0
124712-0,259772-0
124712-0,259779-2
124712-0,253918-2
124712-0,253940-2
124712-0,253917-0
124712-0,253905-1
124712-0,7319-144
124712-0,15513-129
124712-0,47489-16
124712-0,47443-1
124712-0,5641-128
124712-0,253893-0
124712-0,253915-0
124712-0,7300-144
124712-0,259779-0
124712-0,259775-2
124712-0,5660-130
124712-0,124712-2
124712-0,253906-0
124712-0,253937-1
124712-0,253905-2
124712-0,124818-1
124712-0,253924-2
124712-0,253894-1
124712-0,253906-2
124712-0,15578-130
124712-0,238397-0
124712-0,253907-3
124712-0,124898-1
124712-0,124677-0
124712-0,253906-1
124712-0,259772-2
124712-0,253893-1
124712-0,15114-129
124712-0,7335-144
124712-0,253917-1
124712-0,253919-2
124712-0,15294-129
124712-0,253937-0
124712-0,7360-144
124712-0,253907-4
124712-0,253941-2
124712-0,238397-2
124712-0,253919-0
124712-0,253937-2
124712-0,253933-0
124712-0,253907-0
124712-0,15294-130
124712-0,15116-130
124712-0,253892-4
124712-0,253927-1
124712-1,15513-129
124712-1,253913-2
124712-1,253917-0
124712-1,253895-1
124712-1,253922-0
124712-1,47443-1
124712-1,253926-0
124712-1,15117-128
124712-1,253905-2
124712-1,274161-130
124712-1,15310-129
124712-1,253917-2
124712-1,15117-129
124712-1,253928-0
124712-1,253902-0
124712-1,253893-0
124712-1,15579-130
124712-1,253931-2
124712-1,253920-0
124712-1,124712-0
124712-1,238455-16
124712-1,253916-1
124712-1,253919-2
124712-1,253918-1
124712-1,253894-1
124712-1,274161-129
124712-1,259778-2
124712-1,253938-1
124712-1,253939-2
124712-1,253933-2
124712-1,253900-1
124712-1,124898-1
124712-1,253907-5
124712-1,253926-1
124712-1,253902-1
124712-1,259772-2
124712-1,253893-1
124712-1,259753-16
124712-1,253912-2
124712-1,253919-1
124712-1,15311-128
124712-1,253916-2
124712-1,259778-1
124712-1,253938-0
124712-1,253895-2
124712-1,7401-129
124712-1,253941-2
124712-1,253929-0
124712-1,253938-2
124712-1,7299-144
124712-1,15322-129
124712-1,15117-130
124712-1,124818-2
124712-1,253929-2
124712-1,253913-1
124712-1,15294-128
124712-1,253915-0
124712-1,253940-1
124712-1,253928-1
124712-1,253913-0
124712-1,15310-128
124712-1,253929-1
124712-1,15579-128
124712-1,5660-129
124712-1,5660-130
124712-1,253906-0
124712-1,253941-1
124712-1,259779-2
124712-1,259772-1
124712-1,124898-0
124712-1,253937-1
124712-1,5641-128
124712-1,124818-1
124712-1,253918-2
124712-1,124712-2
124712-1,253922-2
124712-1,253903-0
124712-1,124924-0
124712-1,238397-0
124712-1,253922-1
124712-1,253903-2
124712-1,253906-1
124712-1,253907-3
124712-1,253937-0
124712-1,7401-130
124712-1,253906-2
124712-1,253903-1
124712-1,15294-129
124712-1,253919-0
124712-1,124677-0
124712-1,253917-1
124712-1,253920-1
124712-1,253933-0
124712-1,253937-2
124712-1,253921-1
124712-1,238397-2
124712-1,253907-2
124712-1,15579-129
124712-1,15322-128
124712-1,15116-130
124712-1,15294-130
124712-1,124924-2
124712-1,253931-0
124712-1,47507-16
124712-1,7313-144
124712-1,253916-0
124712-1,238397-1
124712-1,253920-2
124712-1,253892-4
124712-1,5641-129
124712-1,253927-2
124712-1,15513-130
124712-1,253907-1
124712-1,253933-1
124712-1,253939-1
124712-1,274161-128
124712-1,15116-129
124712-1,253912-1
124712-1,15322-130
124712-1,253941-0
124712-1,253895-0
124712-1,253921-2
124712-1,253931-1
124712-1,15115-129
124712-1,124924-1
124712-1,124818-0
124712-1,15311-130
124712-1,5641-130
124712-1,253894-2
124712-1,5660-128
124712-1,253915-2
124712-1,253907-0
124712-1,253907-4
124712-1,253926-2
124712-1,15115-130
124712-1,253939-0
124712-1,253900-2
124712-1,253905-1
124712-1,253928-2
124712-1,15513-128
124712-1,7401-128
124712-1,253902-2
124712-1,124677-1
124712-1,47489-16
124712-1,253894-0
124712-1,15539-128
124712-1,253918-0
124712-2,15539-128
124712-2,253918-0
124712-2,253905-2
124712-2,274161-130
124712-2,238455-16
124712-2,15310-129
124712-2,15117-129
124712-2,253917-2
124712-2,253928-0
124712-2,15513-129
124712-2,253917-0
124712-2,253895-1
124712-2,253922-0
124712-2,47443-1
124712-2,15579-128
124712-2,5660-130
124712-2,253906-0
124712-2,253941-1
124712-2,7400-130
124712-2,259772-1
124712-2,253907-3
124712-2,7401-130
124712-2,15294-129
124712-2,253906-2
124712-2,253903-1
124712-2,124677-0
124712-2,15121-130
124712-2,253917-1
124712-2,124924-0
124712-2,238397-0
124712-2,253922-1
124712-2,253903-2
124712-2,253906-1
124712-2,124924-2
124712-2,253931-0
124712-2,253921-2
124712-2,253916-0
124712-2,253892-4
124712-2,238397-1
124712-2,253901-2
124712-2,253907-4
124712-2,253927-2
124712-2,253907-0
124712-2,47459-1
124712-2,253933-0
124712-2,253937-2
124712-2,253921-1
124712-2,238397-2
124712-2,253907-2
124712-2,253927-1
124712-2,253919-2
124712-2,15322-128
124712-2,15294-130
124712-2,253931-1
124712-2,124818-0
124712-2,5641-130
124712-2,15311-130
124712-2,253933-1
124712-2,253921-0
124712-2,253913-2
124712-2,253939-1
124712-2,274161-128
124712-2,124712-1
124712-2,15322-130
124712-2,253771-2
124712-2,47588-16
124712-2,47443-2
124712-2,253941-0
124712-2,253895-0
124712-2,253893-2
124712-2,253902-0
124712-2,253893-0
124712-2,7320-144
124712-2,253900-2
124712-2,253905-1
124712-2,253912-1
124712-2,253771-1
124712-2,7401-128
124712-2,15513-128
124712-2,124677-1
124712-2,253902-2
124712-2,47489-16
124712-2,253894-0
124712-2,274161-129
124712-2,253938-1
124712-2,259778-2
124712-2,124812-0
124712-2,253933-2
124712-2,253907-5
124712-2,253926-1
124712-2,253907-1
124712-2,5641-129
124712-2,15121-129
124712-2,253931-2
124712-2,253902-1
124712-2,259772-2
124712-2,259753-16
124712-2,253893-1
124712-2,15513-130
124712-2,253926-2
124712-2,253939-0
124712-2,15579-130
124712-2,124712-0
124712-2,15579-129
124712-2,253916-1
124712-2,259778-0
124712-2,253901-1
124712-2,253894-1
124712-2,253918-1
124712-2,253939-2
124712-2,253938-0
124712-2,253904-2
124712-2,47443-0
124712-2,7401-129
124712-2,253895-2
124712-2,253941-2
124712-2,253919-0
124712-2,253929-0
124712-2,253912-2
124712-2,7298-144
124712-2,253916-2
124712-2,15311-128
124712-2,253913-1
124712-2,259778-1
124712-2,253940-1
124712-2,253928-1
124712-2,15121-128
124712-2,253913-0
124712-2,253771-0
124712-2,15310-128
124712-2,253929-1
124712-2,253905-0
124712-2,253938-2
124712-2,253919-1
124712-2,15322-129
124712-2,253928-2
124712-2,47459-2
124712-2,15117-130
124712-2,124818-2
124712-2,253929-2
124712-2,15294-128
124712-2,5641-128
124712-2,124818-1
124712-2,253918-2
124712-2,253940-2
124712-2,253922-2
124712-2,47459-0
124712-2,253894-2
124712-2,5660-128
124712-2,253903-0
124713-0,124713-1
124713-0,259761-4
124713-0,5682-128
124713-0,253950-1
124713-0,253909-1
124713-0,253937-1
124713-0,259682-0
124713-0,47467-0
124713-0,259761-5
124713-0,253910-1
124713-0,47470-2
124713-0,15116-129
124713-0,253908-2
124713-0,259761-1
124713-0,253924-1
124713-0,7198-128
124713-0,124898-1
124713-0,253949-2
124713-0,47469-0
124713-0,15516-130
124713-0,259782-1
124713-0,47468-0
124713-0,253950-0
124713-0,259627-0
124713-0,253908-0
124713-0,253920-1
124713-0,124923-1
124713-0,15115-129
124713-0,15486-130
124713-0,259627-3
124713-0,15484-129
124713-0,253891-0
124713-0,253915-0
124713-0,47468-1
124713-0,253908-1
124713-0,15486-128
124713-0,259761-3
124713-0,259584-0
124713-0,15114-128
124713-0,15496-128
124713-0,259781-2
124713-0,124898-0
124713-0,253896-1
124713-0,124923-0
124713-0,259627-2
124713-0,259682-2
124713-0,253891-1
124713-0,253937-0
124713-0,253910-0
124713-0,124697-0
124713-0,15514-129
124713-0,253915-1
124713-0,124697-2
124713-0,259781-0
124713-0,259761-2
124713-0,7200-128
124713-0,259682-1
124713-0,47470-0
124713-0,124713-2
124713-0,259627-5
124713-0,259782-2
124713-0,15116-130
124713-0,259584-2
124713-0,47470-1
124713-0,273929-130
124713-0,259627-1
124713-0,47467-1
124713-0,15114-130
124713-0,47467-2
124713-0,259782-0
124713-0,15514-128
124713-0,15484-130
124713-0,15115-130
124713-0,259779-1
124713-0,253949-0
124713-0,259584-1
124713-0,15484-128
124713-0,15486-129
124713-0,253891-2
124713-0,15496-129
124713-0,253915-2
124713-0,124689-0
124713-0,15496-130
124713-0,7199-128
124713-0,259584-3
124713-0,253918-1
124713-0,259781-1
124713-0,15516-128
124713-0,47468-2
124713-0,253949-1
124713-0,15514-130
124713-0,253910-2
124713-0,253950-2
124713-0,253924-0
124713-0,15115-128
124713-0,259761-0
124713-0,15116-128
124713-0,253920-0
124713-1,259761-3
124713-1,124898-0
124713-1,15486-128
124713-1,259584-1
124713-1,47468-1
124713-1,15496-128
124713-1,259781-2
124713-1,253915-2
124713-1,124697-0
124713-1,259584-3
124713-1,124923-0
124713-1,253937-0
124713-1,124697-2
124713-1,47468-2
124713-1,259761-2
124713-1,15514-130
124713-1,259781-0
124713-1,15516-128
124713-1,259761-4
124713-1,273929-129
124713-1,259627-4
124713-1,259682-0
124713-1,253950-1
124713-1,15115-128
124713-1,47470-0
124713-1,124689-1
124713-1,124713-2
124713-1,259627-0
124713-1,273929-130
124713-1,15516-130
124713-1,15514-128
124713-1,259782-0
124713-1,47470-1
124713-1,124684-0
124713-1,47467-1
124713-1,15115-129
124713-1,253915-0
124713-1,259682-2
124713-1,259779-1
124713-1,15115-130
124713-1,259584-0
124713-1,253949-0
124713-1,15514-129
124713-1,259627-3
124713-1,15486-129
124713-1,7199-128
124713-1,15496-129
124713-1,253950-2
124713-1,15496-130
124713-1,124684-2
124713-1,259781-1
124713-1,253918-1
124713-1,253949-1
124713-1,253915-1
124713-1,259627-2
124713-1,259627-5
